Respondent,Hobbyist,Age,CompFreq,CompTotal,Country,CurrencySymbol,EdLevel,Employment,JobSat,NEWDevOps,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWStuck,OrgSize,PlatformDesireNextYear,Gender,UndergradMajor
1035.0,No,38.0,Yearly,92000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,AWS;Google Cloud Platform;Heroku;iOS;Kubernetes;MacOS,Man,"Computer science, computer engineering, or software engineering"
1045.0,Yes,43.0,Yearly,180000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,Once a year,Yes,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;WordPress,Man,"Information systems, information technology, or system administration"
1051.0,No,26.0,Monthly,1000.0,Sudan,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Every few months,Not sure,Yes,No,Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,2 to 9 employees,AWS;Linux;Windows,Woman,"Computer science, computer engineering, or software engineering"
1053.0,Yes,45.0,Yearly,65000.0,United Kingdom,GBP,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,20 to 99 employees,Docker;Microsoft Azure;Windows,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
,Yes,25.0,Monthly,10000.0,Brazil,BRL,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Every few months,Yes,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow,20 to 99 employees,Android;AWS;Docker;Google Cloud Platform;Microsoft Azure,Man,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
1098.0,Yes,,Yearly,75000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Yes,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows,Woman,"Computer science, computer engineering, or software engineering"
1121.0,Yes,44.0,Yearly,80000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Neither satisfied nor dissatisfied,No,Once a year,Yes,Yes,Yes,Visit Stack Overflow;Watch help / tutorial videos,"1,000 to 4,999 employees",AWS;Docker;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
1128.0,Yes,32.0,Monthly,170000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly dissatisfied,Yes,Once a year,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,500 to 999 employees,AWS;Docker;iOS;Kubernetes;Linux;MacOS;Windows,Man,"Fine arts or performing arts (such as graphic design, music, studio art, etc.)"
1177.0,Yes,54.0,Yearly,120000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Very satisfied,Yes,Once every few years,Yes,Yes,Yes,,"10,000 or more employees",Android;Docker;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
1190.0,Yes,47.0,Yearly,210000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,10 to 19 employees,Docker;Kubernetes,Woman,"A natural science (such as biology, chemistry, physics, etc.)"
1198.0,No,48.0,Yearly,46000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once every few years,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",AWS;Linux;Raspberry Pi;Windows,Man,"Computer science, computer engineering, or software engineering"
1206.0,No,38.0,Yearly,185000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once every few years,Yes,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,AWS;Docker,Man,"Computer science, computer engineering, or software engineering"
1216.0,No,37.0,Yearly,130000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,Yes,Yes,Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Docker;MacOS;Windows,Man,"Computer science, computer engineering, or software engineering"
,Yes,27.0,Yearly,165000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,Yes,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows,Woman,"Computer science, computer engineering, or software engineering"
1221.0,Yes,,Yearly,137000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,Every few months,No,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,20 to 99 employees,Docker;Heroku;iOS;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
1234.0,No,25.0,Monthly,5200.0,Brazil,BRL,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,No,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,AWS;Docker;Kubernetes;Linux;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
1240.0,Yes,24.0,Yearly,70000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,10 to 19 employees,Android;AWS;Docker;Google Cloud Platform;iOS;MacOS;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
1246.0,Yes,34.0,Yearly,130000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,No,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Android;Arduino;AWS;Docker;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Man,"A business discipline (such as accounting, finance, marketing, etc.)"
1251.0,Yes,42.0,Yearly,145000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,Once a year,No,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later,20 to 99 employees,Heroku;Linux;Raspberry Pi;WordPress,Man,"A natural science (such as biology, chemistry, physics, etc.)"
1284.0,Yes,30.0,Yearly,70000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,,Not sure,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos,"5,000 to 9,999 employees",Docker;Raspberry Pi;Windows,Woman,Mathematics or statistics
1287.0,Yes,34.0,Yearly,54000.0,United Kingdom,GBP,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,,Once a year,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,100 to 499 employees,AWS;Docker;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
1295.0,Yes,23.0,Yearly,101000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Every few months,Not sure,Yes,Yes,,"10,000 or more employees",Docker;Kubernetes;Linux;Windows,Man,"Computer science, computer engineering, or software engineering"
1312.0,No,37.0,Yearly,500000.0,United States,USD,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Very dissatisfied,Yes,Once every few years,No,Yes,No,Call a coworker or friend;Visit Stack Overflow,"5,000 to 9,999 employees",Docker;Linux;MacOS,Man,"Computer science, computer engineering, or software engineering"
1314.0,Yes,31.0,Yearly,125000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow,20 to 99 employees,Docker;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
1315.0,No,31.0,Yearly,150000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Yes,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,AWS;Docker;Kubernetes;Linux,Man,"A social science (such as anthropology, psychology, political science, etc.)"
1342.0,Yes,46.0,Yearly,95000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Very satisfied,,Once every few years,No,Yes,Yes,Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"1,000 to 4,999 employees",Microsoft Azure;Windows,Man,"A natural science (such as biology, chemistry, physics, etc.)"
1345.0,Yes,24.0,Weekly,65000.0,United States,USD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,Not sure,Yes,Yes,Play games;Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,"1,000 to 4,999 employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,Woman,"Computer science, computer engineering, or software engineering"
1355.0,Yes,26.0,Monthly,50000.0,Nepal,NPR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,,No,Yes,Meditate;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,AWS;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
1365.0,Yes,31.0,Yearly,112000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later;Visit another developer community (please name):,100 to 499 employees,,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
1373.0,Yes,27.0,Monthly,10500.0,Turkey,TRY,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,Once every few years,Not sure,No,No,Visit Stack Overflow,10 to 19 employees,Google Cloud Platform;Kubernetes;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
1381.0,Yes,,Monthly,45000.0,Denmark,DKK,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Yes,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,2 to 9 employees,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Raspberry Pi;Windows,Woman,"Information systems, information technology, or system administration"
1389.0,No,37.0,Yearly,200000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,No,No,No,Visit Stack Overflow;Do other work and come back later,100 to 499 employees,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,Woman,Mathematics or statistics
1404.0,Yes,35.0,Monthly,4000.0,United States,USD,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly satisfied,No,Every few months,No,Yes,No,Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,Android;Arduino;AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
1412.0,Yes,31.0,Monthly,150000.0,Bangladesh,BDT,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,Yes,Yes,Yes,Visit Stack Overflow;Do other work and come back later,500 to 999 employees,Microsoft Azure;Windows,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
1416.0,Yes,39.0,Yearly,90000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed part-time,Very satisfied,No,Once a year,Not sure,No,Yes,Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,2 to 9 employees,Arduino;AWS;Google Cloud Platform;Kubernetes;Microsoft Azure,Woman,"Fine arts or performing arts (such as graphic design, music, studio art, etc.)"
1417.0,Yes,26.0,Yearly,125000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,,No,Yes,Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,"10,000 or more employees",AWS;Docker;iOS;Linux;MacOS;Slack Apps and Integrations,Man,Web development or web design
1421.0,Yes,63.0,Yearly,180000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,,Every few months,No,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"1,000 to 4,999 employees",Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
